,Word,Times,Negative,Neutral,Positive,Compound,Classify,Value
845,subject,669,0.0,1.0,0.0,0.0,Neutral,0.0
846,culture,667,0.0,1.0,0.0,0.0,Neutral,0.0
847,pair,667,0.0,1.0,0.0,0.0,Neutral,0.0
848,expectation,666,0.0,1.0,0.0,0.0,Neutral,0.0
849,dance,666,0.0,1.0,0.0,0.0,Neutral,0.0
850,eu,665,0.0,1.0,0.0,0.0,Neutral,0.0
851,institute,665,0.0,1.0,0.0,0.0,Neutral,0.0
852,investigate,664,0.0,1.0,0.0,0.0,Neutral,0.0
853,fuel,663,0.0,1.0,0.0,0.0,Neutral,0.0
854,grant,662,0.0,0.0,1.0,0.3612,Positive,1.0
855,domestic,662,0.0,1.0,0.0,0.0,Neutral,0.0
856,canada,660,0.0,1.0,0.0,0.0,Neutral,0.0
857,missile,660,0.0,1.0,0.0,0.0,Neutral,0.0
858,separate,659,0.0,1.0,0.0,0.0,Neutral,0.0
859,internal,658,0.0,1.0,0.0,0.0,Neutral,0.0
860,respect,658,0.0,0.0,1.0,0.4767,Positive,1.0
861,fill,656,0.0,1.0,0.0,0.0,Neutral,0.0
862,scott,656,0.0,1.0,0.0,0.0,Neutral,0.0
863,maintain,655,0.0,1.0,0.0,0.0,Neutral,0.0
864,boost,654,0.0,0.0,1.0,0.4019,Positive,1.0
865,crowd,654,0.0,1.0,0.0,0.0,Neutral,0.0
866,stake,653,0.0,1.0,0.0,0.0,Neutral,0.0
867,facility,652,0.0,1.0,0.0,0.0,Neutral,0.0
868,giant,652,0.0,1.0,0.0,0.0,Neutral,0.0
869,link,651,0.0,1.0,0.0,0.0,Neutral,0.0
870,title,651,0.0,1.0,0.0,0.0,Neutral,0.0
871,prepare,650,0.0,1.0,0.0,0.0,Neutral,0.0
872,dead,649,1.0,0.0,0.0,-0.6486,Negative,-1.0
873,resource,649,0.0,1.0,0.0,0.0,Neutral,0.0
874,arrive,649,0.0,1.0,0.0,0.0,Neutral,0.0
875,internet,649,0.0,1.0,0.0,0.0,Neutral,0.0
876,digital,648,0.0,1.0,0.0,0.0,Neutral,0.0
877,emerge,648,0.0,1.0,0.0,0.0,Neutral,0.0
878,ongoing,647,0.0,1.0,0.0,0.0,Neutral,0.0
879,tour,645,0.0,1.0,0.0,0.0,Neutral,0.0
880,tough,644,1.0,0.0,0.0,-0.128,Negative,-1.0
881,andrew,643,0.0,1.0,0.0,0.0,Neutral,0.0
882,probe,643,0.0,1.0,0.0,0.0,Neutral,0.0
883,uk,643,0.0,1.0,0.0,0.0,Neutral,0.0
884,smith,643,0.0,1.0,0.0,0.0,Neutral,0.0
885,broad,641,0.0,1.0,0.0,0.0,Neutral,0.0
886,enjoy,641,0.0,0.0,1.0,0.4939,Positive,1.0
887,abortion,641,0.0,1.0,0.0,0.0,Neutral,0.0
888,handle,641,0.0,1.0,0.0,0.0,Neutral,0.0
889,freedom,640,0.0,0.0,1.0,0.6369,Positive,1.0
890,fast,640,0.0,1.0,0.0,0.0,Neutral,0.0
891,bernie,640,0.0,1.0,0.0,0.0,Neutral,0.0
892,count,640,0.0,1.0,0.0,0.0,Neutral,0.0
893,entire,640,0.0,1.0,0.0,0.0,Neutral,0.0
894,infrastructure,639,0.0,1.0,0.0,0.0,Neutral,0.0
895,williams,639,0.0,1.0,0.0,0.0,Neutral,0.0
896,iraq,638,0.0,1.0,0.0,0.0,Neutral,0.0
897,st,636,0.0,1.0,0.0,0.0,Neutral,0.0
898,path,635,0.0,1.0,0.0,0.0,Neutral,0.0
899,criticism,635,1.0,0.0,0.0,-0.4404,Negative,-1.0
900,addition,635,0.0,1.0,0.0,0.0,Neutral,0.0
901,device,635,0.0,1.0,0.0,0.0,Neutral,0.0
902,extend,633,0.0,0.0,1.0,0.1779,Positive,1.0
903,activist,633,0.0,1.0,0.0,0.0,Neutral,0.0
904,female,633,0.0,1.0,0.0,0.0,Neutral,0.0
905,honor,632,0.0,0.0,1.0,0.4939,Positive,1.0
906,competition,631,0.0,1.0,0.0,0.0,Neutral,0.0
907,influence,631,0.0,1.0,0.0,0.0,Neutral,0.0
908,compete,631,0.0,1.0,0.0,0.0,Neutral,0.0
909,society,629,0.0,1.0,0.0,0.0,Neutral,0.0
910,critical,627,1.0,0.0,0.0,-0.3182,Negative,-1.0
911,veteran,627,0.0,1.0,0.0,0.0,Neutral,0.0
912,paper,626,0.0,1.0,0.0,0.0,Neutral,0.0
913,encourage,626,0.0,0.0,1.0,0.5106,Positive,1.0
914,huge,625,0.0,0.0,1.0,0.3182,Positive,1.0
915,fashion,625,0.0,1.0,0.0,0.0,Neutral,0.0
916,suffer,625,1.0,0.0,0.0,-0.5423,Negative,-1.0
917,germany,625,0.0,1.0,0.0,0.0,Neutral,0.0
918,chicago,624,0.0,1.0,0.0,0.0,Neutral,0.0
919,peace,623,0.0,0.0,1.0,0.5423,Positive,1.0
920,murder,623,1.0,0.0,0.0,-0.6908,Negative,-1.0
921,testimony,622,0.0,1.0,0.0,0.0,Neutral,0.0
922,roll,621,0.0,1.0,0.0,0.0,Neutral,0.0
923,forecast,621,0.0,1.0,0.0,0.0,Neutral,0.0
924,favor,621,0.0,0.0,1.0,0.4019,Positive,1.0
925,animal,621,0.0,1.0,0.0,0.0,Neutral,0.0
926,invest,620,0.0,1.0,0.0,0.0,Neutral,0.0
927,payment,620,0.0,1.0,0.0,0.0,Neutral,0.0
928,german,618,0.0,1.0,0.0,0.0,Neutral,0.0
929,league,618,0.0,1.0,0.0,0.0,Neutral,0.0
930,bid,617,0.0,1.0,0.0,0.0,Neutral,0.0
931,remark,616,0.0,1.0,0.0,0.0,Neutral,0.0
932,virginia,616,0.0,1.0,0.0,0.0,Neutral,0.0
933,eventually,616,0.0,1.0,0.0,0.0,Neutral,0.0
934,balance,615,0.0,1.0,0.0,0.0,Neutral,0.0
935,aide,615,0.0,1.0,0.0,0.0,Neutral,0.0
936,dozen,615,0.0,1.0,0.0,0.0,Neutral,0.0
937,behavior,615,0.0,1.0,0.0,0.0,Neutral,0.0
938,introduce,614,0.0,1.0,0.0,0.0,Neutral,0.0
939,council,614,0.0,1.0,0.0,0.0,Neutral,0.0
940,style,613,0.0,1.0,0.0,0.0,Neutral,0.0
941,tension,611,1.0,0.0,0.0,-0.3182,Negative,-1.0
942,hire,610,0.0,1.0,0.0,0.0,Neutral,0.0
943,southern,608,0.0,1.0,0.0,0.0,Neutral,0.0
944,fellow,608,0.0,1.0,0.0,0.0,Neutral,0.0
945,reporting,606,0.0,1.0,0.0,0.0,Neutral,0.0
946,exist,606,0.0,1.0,0.0,0.0,Neutral,0.0
947,relation,606,0.0,1.0,0.0,0.0,Neutral,0.0
948,catch,606,0.0,1.0,0.0,0.0,Neutral,0.0
949,science,605,0.0,1.0,0.0,0.0,Neutral,0.0
950,material,604,0.0,1.0,0.0,0.0,Neutral,0.0
951,audience,603,0.0,1.0,0.0,0.0,Neutral,0.0
952,delay,602,1.0,0.0,0.0,-0.3182,Negative,-1.0
953,recognize,602,0.0,1.0,0.0,0.0,Neutral,0.0
954,difference,602,0.0,1.0,0.0,0.0,Neutral,0.0
955,sex,602,0.0,1.0,0.0,0.0,Neutral,0.0
956,singer,602,0.0,1.0,0.0,0.0,Neutral,0.0
957,richard,601,0.0,1.0,0.0,0.0,Neutral,0.0
958,environment,600,0.0,1.0,0.0,0.0,Neutral,0.0
959,fly,600,0.0,1.0,0.0,0.0,Neutral,0.0
960,mass,599,0.0,1.0,0.0,0.0,Neutral,0.0
961,signal,599,0.0,1.0,0.0,0.0,Neutral,0.0
962,club,599,0.0,1.0,0.0,0.0,Neutral,0.0
963,blue,598,0.0,1.0,0.0,0.0,Neutral,0.0
964,super,597,0.0,0.0,1.0,0.5994,Positive,1.0
965,deputy,596,0.0,1.0,0.0,0.0,Neutral,0.0
966,export,596,0.0,1.0,0.0,0.0,Neutral,0.0
967,foundation,596,0.0,1.0,0.0,0.0,Neutral,0.0
968,advocate,596,0.0,1.0,0.0,0.0,Neutral,0.0
969,fair,595,0.0,0.0,1.0,0.3182,Positive,1.0
970,sort,595,0.0,1.0,0.0,0.0,Neutral,0.0
971,word,595,0.0,1.0,0.0,0.0,Neutral,0.0
972,funding,595,0.0,1.0,0.0,0.0,Neutral,0.0
973,strategist,594,0.0,1.0,0.0,0.0,Neutral,0.0
974,journalist,594,0.0,1.0,0.0,0.0,Neutral,0.0
975,listen,594,0.0,1.0,0.0,0.0,Neutral,0.0
976,prove,593,0.0,1.0,0.0,0.0,Neutral,0.0
977,celebrate,593,0.0,0.0,1.0,0.5719,Positive,1.0
978,sister,593,0.0,1.0,0.0,0.0,Neutral,0.0
979,housing,592,0.0,1.0,0.0,0.0,Neutral,0.0
980,card,591,0.0,1.0,0.0,0.0,Neutral,0.0
981,approval,591,0.0,0.0,1.0,0.4767,Positive,1.0
982,agent,591,0.0,1.0,0.0,0.0,Neutral,0.0
983,finish,591,0.0,1.0,0.0,0.0,Neutral,0.0
984,paris,589,0.0,1.0,0.0,0.0,Neutral,0.0
985,match,589,0.0,1.0,0.0,0.0,Neutral,0.0
986,reflect,587,0.0,1.0,0.0,0.0,Neutral,0.0
987,hall,586,0.0,1.0,0.0,0.0,Neutral,0.0
988,touch,586,0.0,1.0,0.0,0.0,Neutral,0.0
989,airport,585,0.0,1.0,0.0,0.0,Neutral,0.0
990,storm,583,0.0,1.0,0.0,0.0,Neutral,0.0
991,jones,582,0.0,1.0,0.0,0.0,Neutral,0.0
992,speaker,582,0.0,1.0,0.0,0.0,Neutral,0.0
993,round,582,0.0,1.0,0.0,0.0,Neutral,0.0
994,elect,581,0.0,1.0,0.0,0.0,Neutral,0.0
995,harry,581,0.0,1.0,0.0,0.0,Neutral,0.0
996,fourth,580,0.0,1.0,0.0,0.0,Neutral,0.0
997,jan,579,0.0,1.0,0.0,0.0,Neutral,0.0
998,intend,579,0.0,1.0,0.0,0.0,Neutral,0.0
999,driver,577,0.0,1.0,0.0,0.0,Neutral,0.0
